DapipId,AgencyId,AgencyName,ProgramId,ProgramName,SequentialId,ActionDescription,ActionDate,JustificationDescription,JustificationOther,EndDate
"229009","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/11/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229018","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","5/3/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229018","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/16/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"227368","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"227386","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","1/13/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary Resignation",""
"227395","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Denial","12/15/2017 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"230630","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"230630","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","8/15/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"230199","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/31/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229665","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Institution Closed","8/15/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary, orderly closure",""
"229683","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/19/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229692","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"229726","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Voluntary Withdrawal","12/21/2017 12:00:00 AM","Other - Provide unlisted or multiple justifications","Voluntary Withdrawal",""
"231208","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231314","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231749","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Denial","5/4/2017 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"231800","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Loss of Accreditation or Preaccreditation: Denial","12/15/2017 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
"231828","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Ownership","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"231864","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/27/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"240860","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"240879","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Removal of Show Cause Status","4/18/2018 12:00:00 AM","Has satisfactorily addressed all compliance concerns from previous actions","",""
"240888","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","4/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"239910","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","4/20/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"239673","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","12/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"240055","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Program","12/18/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238476","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/21/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238476","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Ownership","12/18/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"238485","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/14/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"232900","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","4/20/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"232928","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Grant Substantive Change: Ownership","4/18/2018 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"232964","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Renewal of Accreditation","8/15/2017 12:00:00 AM","Is in compliance with all of the agency's accreditation standards","",""
"232964","12","Accrediting Council for Continuing Education and Training","1","Institutional Accreditation","1","Probation or Equivalent or a More Severe Status: Show Cause","8/31/2018 12:00:00 AM","Fails to meet agency standards for initial or renewed accreditation","",""
